5	0.923291	0.00174206
10	0.491453	0.000174232
20	0.246487	9.92464e-06
40	0.123338	6.07446e-07
80	0.0616811	3.77691e-08
160	0.030842	2.35751e-09
320	0.0154212	1.47295e-10
640	0.00771062	9.2597e-12
1280	0.00385531	6.59361e-13
2560	0.00192766	3.65707e-13
5120	0.000963829	8.69194e-13
10240	0.000481914	1.36591e-12
20480	0.000240957	3.13372e-12
40960	0.000120479	6.21425e-12
